Alpha,Beta,Gamma,b_pr,theta_pr
290.8331278051533,58,22.604538162758715,4.089249536455615,2.594982537447617
67.56391114579985,59,159.49546290911638,4.11506345036132,2.525237254916371
67.7131124000663,58,162.24681307398185,4.088412607788572,2.5687820305502775
69.1662722325126,119,200.28343354389736,4.083735434212083,2.7380279578540643
55.526809476652744,103,200.9,3.73391809791802,3.0477491961414787
20.301958538940596,58,18.54472987653308,4.1016505132917604,2.5793784052884887
17.94932983090341,60,199.54536979818567,2.815396435497695,3.5865612074905737
184.0072546347132,60,184.0072546347132,3.042479598544787,3.7965923984272605
178.41240511836062,180,1.1991901378270857,3.9040174660417923,4.7899703970209435
0.05239040680827378,181,0.7819054901742729,3.904530075261978,4.731686601712003
85.7903361658892,1,0.0,4.010801122617808,10.669967909674137
204.9657251277099,59,22.001839091161095,3.396028886925952,4.051651670052228
111.47406113411512,120,340.6228265733841,4.107001286013729,2.7507993869504506
270.0,76,76.34263658581976,4.0,6.4483745123537055
253.9703875110199,104,81.28407005316177,4.137475235754546,5.573607540702656
112.37862079236909,60,22.116371389073024,4.092852694599942,2.703681164716187
0.0,15,15.78560824368642,4.040316517721657,11.48
342.04879096278324,120,199.55704407580146,3.4018897115187574,4.104905580056056
340.9017509572024,122,200.91154450026596,3.3789146528161202,4.134264552634514
342.348549052651,59,159.61037389184278,3.4038979841244252,4.096543958324856
328.2278887809974,144,119.92288350377363,4.503155525661452,7.09271370053007
326.24131451773826,145,119.47350617242498,4.506007297346624,7.068096266590617
211.9602736567293,143,56.495066010665894,4.506541065534549,7.040658496632328
94.9261267144831,89,89.03900619021971,4.005262683853844,4.741131993899407
294.0181185137787,118,335.25516500758164,4.112308227535104,2.6566534623532347
235.69761367918767,145,299.73777449658894,3.299048307110452,4.050165598154458
232.87176997807813,0,0.0,3.9587464110867536,10.21
202.02451407128976,59,19.640882071898424,3.4014686213934953,4.023475031506434
165.37275081377751,103,262.0465900651243,4.348745302560695,6.258334290637565
257.76526894972864,101,83.34749615276841,4.104929082763905,5.573607540702656
57.80901712301185,105,200.9,3.7954714161808174,3.0477491961414787
326.7868695199099,65,146.78686951990986,3.506915749465327,6.38
249.98554062165553,61,146.4650018905946,4.1044018917831355,2.782892184950518
290.35107512874885,60,21.743040771081787,4.098763021555886,2.747168625992783
10.994028791096424,74,233.651321078241,3.700542837173052,5.2002733889579105
91.35395319968492,120,159.1,3.89595038310621,4.945726495726496
47.85025999727354,86,159.1,3.52687423229161,3.0477491961414787
144.92259782613067,77,339.1,3.1823780669300854,3.0477491961414787
156.38679662697638,58,345.06582039035794,2.7952510337002363,3.608948324689272
73.93949084288715,66,159.1,4.111577729289204,4.022273567467653
130.0460392591832,120,175.70382657746592,3.882223414785341,5.43777596075225
298.96458471533515,67,131.8488684191896,4.477762005419206,3.5710421836228288
268.9606967007876,88,92.93889114753365,4.004972743058433,3.3788170563961484
69.1,112,195.73227557128516,4.1,4.005
87.41528023613179,51,146.07734827316864,3.8214406047736604,3.230857988165681
4.402727361071187,88,94.40272736107119,4.6617708188619,4.448330206378986
4.031754075225242,87,85.96824592477476,4.7,7.674484233030465
69.42175116237277,59,159.20080912360686,4.098187171547118,2.669049091528191
69.1,68,165.2087169707623,4.1,4.005
77.58368675965399,120,192.416313240346,4.120295901338885,4.022273567467653
267.85739814495884,89,92.51578801739944,3.9921816931379612,4.646415803564948
306.54825286200906,101,70.12727931859884,4.376139823622735,5.736824877250409
291.8585742394232,59,19.696329152387317,4.093840161108932,2.731267697644326
180.70844491943103,180,0.0,3.90078716102159,6.66148717948718
185.045026598076,179,1.2479888877841068,3.8945687189923297,4.810545522538544
152.5449008298466,142,306.40056445857397,4.929291621523142,3.7098199733972486
199.55120806222592,120,336.43603271588205,3.411430178040641,4.1121478418638615
250.82638094730333,105,254.78654763411524,4.198279909977742,3.9580823382641235
229.6902628234241,77,248.08201254721345,4.4148514975290825,5.736824877250409
186.8451168141357,80,20.9,3.198255265274675,3.796592398427261
216.08669861692647,38,124.91378454822957,4.982708593130307,2.991103789126853
147.551831302927,143,300.27733013984596,5.089085311363364,3.4157854015579874
112.91006015086658,120,159.8303549253367,4.227400274680992,8.061429090522125
73.3434423717707,59,160.28293162697662,4.079846964833622,4.020115917086765
252.01621742449493,60,342.48971955379284,4.207886964842583,8.075716446012738
144.10035211107927,101,20.9,3.2045548185808492,3.0477491961414787
160.8385317514718,117,20.9,2.824955001217299,3.796592398427261
336.6750142776692,91,326.08098341654534,3.653768851613219,3.4676687891211264
339.44725960794534,60,338.08450385645693,2.7989870342345196,3.5514825924186195
104.23860324779271,40,14.2386032477927,4.06812728826695,4.279940520446097
138.25145263684357,94,20.9,3.3623052193382437,3.0477491961414787
170.7016372716554,0,0.0,3.910331514142605,6.66148717948718
106.84429383365728,48,16.84429383365727,4.080594707338073,4.279940520446097
177.3477812561909,0,0.0,3.892161176613346,4.739764936879508
180.1303116785546,0,0.11431286074188327,3.896942460577433,4.823628646501754
279.1367131664438,26,9.136713166443855,4.043716330939922,4.279940520446097
272.1142327400097,0,0.0,3.9971573344484637,10.76457195825387
283.0170416605801,163,13.017041660580093,4.133966123436502,8.928652173913042
270.0,115,64.87963510877661,4.0,6.448374512353706
190.6037055225376,120,339.1,3.480082290380263,3.227733333333334
137.97149692022577,93,20.9,3.3698558921930806,3.0477491961414787
111.54807466761544,59,21.056489381845253,4.104499044364025,2.7069929219316142
328.6138880142452,73,123.06289726511878,4.685232150806552,5.384967573527278
284.502669394945,94,262.1143289910848,4.174131536474468,4.9637637637637635
163.06492891089906,120,18.183962909955117,2.805053425988088,3.5384718918190035
157.26558114991437,121,24.34569105794796,2.77850350840589,3.597212569566688
207.24500788030463,138,223.0629576994596,4.637478284114044,3.550071580320564
210.5188293609844,107,229.63808198055239,4.6137519968558065,4.771703913150624
239.08849541093167,35,231.87686222074154,4.699184535382505,5.385243703298185
238.80595406316505,36,238.55098796826118,4.695902733702771,5.2286568694329425
334.2435954997879,122,313.02742969906797,4.50980260004591,3.4676687891211264
334.5581718432264,144,306.6815204036429,5.0781385522145435,3.3727354169577177
94.54111717207648,48,143.1882374507494,3.7334171677524512,3.2294657310602037
123.72478705857749,35,121.90645983489462,3.300773705463279,4.056039079800057
107.21463701802068,42,131.9994786221678,3.520309703147974,3.230857988165681
69.1,60,159.1,4.1,4.005
86.01178049995079,120,183.9882195000492,4.140458805023806,4.022273567467653
81.38334030708769,120,200.9,4.004462908722651,3.227733333333334
30.93276363165736,72,58.94293887434111,4.691315414070509,5.431721704437419
81.87785808062648,64,34.60490035081527,4.319864711510405,3.5710421836228288
339.0051075557025,60,338.21433718655663,2.8166940411264134,4.2806487695749444
331.0571990763882,116,314.34474132698335,4.319733195452976,3.476393000659773
148.0569239703663,144,301.60631007716836,5.064856992520407,3.474251397729601
81.00680926333276,102,240.2665320620236,4.0430296207496035,3.3788170563961484
147.27549195598735,74,339.1,3.118918266747229,3.0477491961414787
155.22201382287292,64,339.1,2.9045929881797754,3.0477491961414787
3.3209646856171733,91,2.4717254729897453,2.4002628884460626,3.626548919139336
132.1869393167392,69,14.461548021420416,3.576298164421756,3.1156942277691106
198.0489429123925,84,228.59373507459088,4.288569039826445,5.314461538461539
175.7137091444157,104,212.7127893916568,3.7790199804809665,5.314461538461539
332.86303153388775,107,54.4682184546695,4.589909703152764,7.564472274233287
327.0277729446764,105,55.54067500213337,4.604931800988946,7.558547808662333
210.70268195600474,71,238.91424070107783,4.610346480654543,7.632405110847669
210.36276310045415,112,228.49359606999727,4.615569027057216,4.771703913150624
232.94696907470018,60,339.1,3.9487306300508918,4.945726495726496
330.6294277586466,72,122.45647867950498,4.708816292939922,5.382110605135335
250.42033671920797,61,334.73467620587223,4.187365198859254,5.880784313725489
238.68537785958367,36,244.69292529186586,4.719495977319216,5.3527101015979905
131.8378952711979,86,20.9,3.5352849823120898,3.0477491961414787
58.61574631013549,120,191.80784638513825,3.817229672265065,3.0477491961414787
178.91639188001355,178,0.0,3.8932909169781422,4.798329601630648
91.22051113060469,0,5.105293062737735,4.0268872777270115,10.879351406730331
119.10676448357053,35,122.44390134720447,3.3068727184477185,4.131180018513408
310.20616866136425,60,339.1,3.249459598601001,4.945726495726496
321.4752114581702,105,62.01090560507729,4.529762039020619,5.736824877250409
147.00752415146354,144,304.3392522194531,5.045055485968371,2.9915778971691243
246.3430211116354,61,149.9660675494259,4.125867977273933,2.564402443636835
159.50514589734604,120,339.1,3.721959976353975,3.227733333333334
26.85719989705968,74,63.14280010294031,4.7,7.674484233030465
30.11222381366371,71,57.703977897758236,4.725262681178374,5.346943811266718
273.4790077791444,85,78.49763456751778,4.016645970235141,3.3788170563961484
114.44961242568742,64,20.9,4.004263565282289,3.0477491961414787
329.73345624038853,108,244.14028206621168,4.702524001960092,5.337969239489778
328.4191660447137,107,240.19434692541378,4.701352277487828,5.405444046613136
328.60776777338896,107,237.74748772170977,4.706064034236903,5.328651938734497
329.28219255945874,108,238.36089350588563,4.691078155846315,5.44474396476378
327.2749664145306,106,232.72092839439046,4.688973644203514,5.390061762949328
326.06153356771796,107,239.17767148863118,4.699529770735536,5.4460916841285485
326.8563294458178,64,145.7814133224539,3.5082632277391994,6.406834478678499
327.3669953995696,64,145.58880030678455,3.5071903890356655,6.399373233335365
329.72485664482286,66,145.78961100373527,3.5117127577609644,6.40495245561726
327.0435014281264,72,162.30779756345285,3.709266764071497,5.843364485981307
326.68686142941624,65,147.96300021274087,3.5043625746362763,6.395942373158124
326.645790047353,65,147.50057980534825,3.500628777399916,6.422021777554981
29.446914001240728,73,56.7126073618951,4.69817669369778,5.403297406908197
30.14906099662259,72,59.03848520055374,4.697644773620069,5.404888062771963
87.29221701289434,86,85.32758482429627,4.089145126340535,5.04478699172134
29.422108147191565,72,60.06240574670154,4.691610882488478,5.3585798159962525
31.96865741438505,71,55.730854567220206,4.690707137247721,5.429986772249553
20.898720251036714,78,69.10127974896328,4.7,7.674484233030465
211.7,72,238.3,4.6,11.43
213.21501671700736,71,234.7135318309257,4.591796033856332,7.578699459295921
211.7,72,238.3,4.6,11.43
211.5094798282422,71,235.05489383247348,4.607839491556104,7.634874376540099
209.21738058769867,71,242.31298530680945,4.588754391160248,7.6197447109543175
210.85119830152237,71,238.85582422761598,4.5950879373630364,7.6099044112325025
150.18971302957053,144,122.30944258527128,4.497994572825692,7.112859971488869
149.4015307372235,144,121.33652983725221,4.510713994003746,7.095752152009336
151.3387315417301,143,120.10230200156472,4.506303148948444,7.127669628898573
150.15605792962722,144,122.96869695130796,4.4920325793365015,7.089384531522114
149.07412557353186,144,124.39826855906414,4.480230570541451,7.045767647433971
147.57726116241312,144,126.47256759784581,4.516677234428346,6.976371690335943
256.0781118552674,72,301.7,4.7,5.349700934579439
297.2008358167099,37,298.5305887864379,4.695000928685233,6.258654292343387
302.5551200485512,36,301.66884265424443,4.693133414048537,5.181047029069842
279.3363576333832,44,285.9460563772944,4.675151508481537,6.258654292343387
301.68752910730745,35,297.78777126175817,4.700464539105651,5.3323408910931365
238.08932530786882,61,256.88981360576537,4.629321472564299,6.258654292343387
183.04859812704544,60,184.7837078807717,3.056204997750263,3.7624836487344613
188.03222993415736,60,184.86714478013616,3.051689033858107,3.8195921968221427
179.32209118220302,60,184.97807467505007,3.0433883150320398,3.854003100048949
184.4314429641629,62,177.8754247390719,3.0373827808413663,3.79469268434945
185.3030450636206,58,183.9656190225002,3.029814622346945,3.7499770860814468
183.80605983220613,59,183.60698605505902,3.0352722794034075,3.8266844605352035
211.7,83,258.0293688142335,4.631118878255888,6.313881629515756
179.86787851737316,126,302.5252429584513,4.885964857198179,4.17065976210574
211.7,98,285.1173903827135,4.673844464326047,6.313881629515756
211.7,87,266.35654031555265,4.644253218163332,6.313881629515756
185.9436643764305,93,301.7,4.659374864947051,6.313881629515756
211.7,92,274.6288400359453,4.657301009520419,6.313881629515756
241.10740234074152,36,236.64125901872404,4.690345323624069,5.329319664626372
291.1973719266272,36,291.1973719266272,4.7,7.965
239.26509398259407,36,237.07717583187852,4.707428077142816,5.349284843840671
238.20199184376523,36,240.2601126141116,4.684833043554153,5.30813649713175
239.81365000795924,35,239.4604828151912,4.71071282787746,5.2310820901142385
236.89926388212848,35,235.31635005385908,4.687221291935801,5.311418048351873
138.9164506627413,52,31.85897806636116,4.260351572608221,3.451711026615969
200.62665399437935,60,20.259396704282274,3.3905940297278194,3.9965450462482512
199.45335954262413,60,20.518684187893147,3.41809755011848,4.036382309200367
200.034473371309,59,21.362421665467497,3.401979465161733,4.046396696752506
201.4873133723556,59,22.732119533823457,3.4181150882031592,4.064641220823697
202.7251382845958,58,20.62625885160757,3.4077072621504665,4.061896667093522
67.92438161992693,60,159.16269234131553,4.118634911293932,2.623835157058359
67.22708101789564,59,162.99609721046747,4.096543907830754,2.653701866429295
68.13709656099287,60,159.79212195359784,4.1111539223393505,2.6824773396687496
67.78276705410028,58,156.40710220126928,4.1171279113646815,2.666545783654101
109.51042261758485,41,130.367113956318,3.48539281189985,3.2308579881656803
68.54953445624457,61,158.70845407676728,4.100833101790955,2.640535458917736
57.310471185378475,107,239.94685677711203,4.895058459645427,6.734787938070922
57.17877295397879,107,240.05736636253965,4.88347838247819,6.757955512659856
56.09247242705563,108,237.11162455726682,4.90931167765046,6.654666947977494
57.27870942944213,109,235.68226022933217,4.912851267521741,6.592781410074568
55.44151899308812,108,242.8249724465348,4.898466029439582,6.6824187843555025
58.000824932582965,109,238.97345786556932,4.88689508989207,6.6560772493405596
148.4014506712848,70,301.02895454504284,4.595918595741301,7.644446991973399
148.50587862551706,72,302.5282207847791,4.566893397993363,7.613833048909053
146.69254081351588,73,301.5430048741521,4.5992684783292965,7.638596468336808
147.46846208099217,72,301.98614790132063,4.594346645179226,7.630887978083106
149.5697702377449,70,300.510934772643,4.6057038625993805,7.546117483637268
158.64545363112416,77,301.7,4.61631775020682,6.313881629515756
214.86188236349903,67,238.3,4.611886775802628,6.258654292343387
211.7,78,249.43115605947102,4.61755702848497,6.313881629515756
211.7,72,238.3,4.6,11.43
204.792075115882,69,224.75673436169762,4.211478248298893,5.068068135637584
212.82309974263464,72,241.49207886803194,4.613724655309712,7.7383106697344175
211.7,88,267.82236708795386,4.646565247772798,6.313881629515756
121.73594335499925,70,240.10454748482314,4.308949746006588,4.2476748640748845
119.6014125013952,70,239.28992249421373,4.310628477867446,4.270914814185579
122.22436089912124,72,237.16003112669486,4.322989242223521,4.2443263258471005
122.29341977133183,72,239.87283490762826,4.321279459891228,4.179247165133187
124.39428197148881,70,237.96990438864802,4.2760233950865425,4.245743928981421
120.63428188745839,72,235.9893649904678,4.2951900945458785,4.2733022637188505
2.250408391524074,88,91.31543506572676,4.707761683884029,13.308574271905771
0.0,89,92.03973650705846,4.7117214757423955,13.316115265097405
0.11915176182198002,87,88.87425374195635,4.694565954688657,13.22449432684788
0.2687823900118838,89,90.57349216989468,4.692788588048992,13.32472399374205
39.211544645807066,72,129.21154464580707,4.359523490774468,4.448330206378987
0.03828333004307968,90,89.6648247222548,4.692607442804596,13.296096812047557
181.11526508638448,181,2.2339233219643186,3.893663270390376,4.870145546178971
182.7860826181227,179,0.0,3.894302297393001,4.754719557968348
180.49385728090132,180,0.0,3.8989419050046896,4.832375901580223
190.69301609897187,167,18.901673272667153,4.1029317223034125,5.722443482105733
184.1249365789006,180,1.926560106178343,3.902432825336466,4.75385139184667
250.1382887911645,180,0.0,3.9745851555204137,6.659246548482777
23.5198498461044,119,338.9984458696568,3.389590605593448,4.170977238002597
18.693208652467355,120,335.40809113580815,3.416219662982307,4.1607077717859005
21.328141272263395,119,340.05206524510174,3.396568816891127,4.088817452485901
22.362008651659274,120,339.39024439419734,3.395369638720365,4.080805171382256
27.32006646537083,117,321.79671925910753,3.6574892967394717,5.065873605947956
20.005951353318338,119,338.20981751950535,3.387712661643639,4.03753462719209
98.7142464940176,81,93.66006924488838,3.9054781105131045,4.391561550307286
117.47321474148956,36,118.85373076558581,3.2982707832975167,4.06475908035798
122.85385203921354,35,125.83838343240582,3.2995488222237794,4.08320395172334
119.9011164711133,35,124.18334965698536,3.313091909377454,4.121262909388096
121.6168340418702,36,119.05178377140626,3.287435083470405,4.146303924203532
117.31339393455211,37,123.61356443579173,3.302983446356038,3.984940641820987
146.82111631141098,145,303.9013742791201,5.076440922671768,3.5288029553102733
146.98927901488048,145,303.00284412143486,5.081916806174367,3.425687670960418
146.52478591174884,145,302.4845546107083,5.066157597071994,3.3847798273211605
151.28619305184876,146,299.46194635122845,5.0479797298079,3.5139723758314645
144.30999162587202,144,302.32501308485735,5.068214213801479,3.311577256515945
147.06935694859362,145,303.74146721257557,5.093211315108041,3.477918473023433
267.03130412026655,180,3.7935729796512647,3.977280869881026,10.746567603537638
269.03150500731255,180,0.9121387841338471,3.991008426055577,10.78330843483219
268.34225308596683,179,3.009878923298162,3.980353467751651,10.814966594131638
243.858474842064,164,24.220311149988373,4.213370173226611,8.514349573617224
266.1383520564579,179,1.0210777876099906,3.990864071077303,10.7700089782905
235.99766089989967,180,0.0,3.9595479918170535,6.659246548482777
148.0154096787262,143,117.77892094094582,4.496892244684408,7.0698121325043495
147.97526746415642,143,122.13638697836029,4.5001998435517825,7.054896765728647
148.29728916418512,143,119.71213474590293,4.490178492583143,7.063762916890013
147.73708202103512,143,128.351582634204,4.502888934951601,7.104075572212962
148.31922241687258,143,124.06388076389052,4.506996357773469,7.075751473866705
147.36360772755975,143,122.85674002219278,4.500506722822185,7.035914475012971
58.3,108,238.3,4.9,10.02
108.1220671367802,79,238.3,4.428497787349083,5.194876486733761
56.06815143355742,107,235.80615590522711,4.909309281938851,6.651611996915291
58.38193623694762,108,239.57067575030712,4.885317495885872,6.698930123530605
58.10434370146824,108,236.2809857633826,4.906648526675696,6.78845183900699
58.75370263343675,108,235.3076504479132,4.89797708157076,6.72863887133336
120.3586311653956,56,41.94536870887371,4.398689508302554,3.668076936513902
93.26838236656538,89,87.43309464165011,4.026453888086371,4.717825285211343
94.12684494544682,88,88.77402570045868,4.012223488672723,4.752985204693047
95.30049784438435,89,90.25724738348131,4.008803113447416,4.727381406616514
106.48773261826274,66,103.14281309285164,3.7007132030071226,4.391561550307286
95.66126670969864,88,89.70979953937248,4.003171253460479,4.7441957348200505
191.27192513920482,58,22.602288144982243,3.533640771402155,3.451711026615969
125.89217746616589,51,34.16172977738279,4.441132667698191,3.451711026615969
161.8399778669649,55,27.80599248356056,3.942165652460762,3.451711026615969
125.12702149094905,51,39.17592841683052,4.435986354580109,2.979920327999643
124.79445875091676,52,33.391753462227264,4.454199668345529,2.9311814151524884
130.2943097342488,51,33.38341244178383,4.38002965794528,3.451711026615969
211.4391515654746,142,57.78885871279254,4.495773849612931,7.075682594191934
194.588631404619,143,74.28821582404944,4.50475613682019,7.0552987421629565
211.68482561097565,142,59.47930765745543,4.506831693626526,7.103137954480549
245.1879257483024,165,22.875166267088943,4.201151418125126,8.514349573617224
206.8398072877135,144,56.60732363657472,4.507472014639564,7.150642872467254
211.20732729259538,144,56.24018879747845,4.48573814676989,7.028282448426676
38.92877436952412,73,61.81445441369419,4.620569239877874,5.04478699172134
211.8464620448276,70,241.6745840561723,4.600404144339017,7.595823959472359
148.2093006736193,96,302.26398772708245,4.761262516899454,4.7031680753142915
212.67699623916096,144,54.67632210434512,4.511397077510319,7.046797571243794
238.76752041832071,36,240.03769363786546,4.691237414898426,5.2941110725991924
202.21211964447335,59,23.933396037782778,3.399947227991234,4.104948655583882
207.54197193107345,70,230.14801809318172,4.366140429135836,5.068068135637584
257.9236692660588,36,257.9236692660588,4.7,7.965
149.18503387439424,143,123.56921274234931,4.4953898460967325,7.063629809902927
0.0,90,90.4309941771995,4.708150492509817,13.35245028910298
124.0704517601194,69,241.68387755250706,4.310801921579101,4.231135758909029
205.5862064590832,111,301.85849917737403,4.735717089839465,4.17065976210574
329.8345643050306,65,149.08678959631953,3.5074924160849696,6.360818652668569
270.3012165270816,180,0.21195212797427296,4.001146312525271,10.774246990769146
214.40000621158387,71,240.28286948727225,4.609515243249344,7.638973739061927
23.784984234115793,122,336.35679286933004,3.3992487195171175,4.131559226836301
145.9914641454701,72,297.57764956751527,4.598751921087853,7.554123788941478
70.77080178576213,60,159.04915014412197,4.100879691960901,2.6348431016214278
122.84937470003341,50,31.529801916818997,4.462428886298625,3.0524893753516293
126.11489589702694,36,121.19825929275795,3.308929173527675,4.064247079042463
